BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
478953,Late Refund,Still waiting for my refund after 2 weeks!,0,3
579652,Service Quality,"Very satisfied with the service, will recommend!",0,5
446396,No Issue,"Great experience, very satisfied!",0,4
127824,No Issue,"No issues, smooth transactions every time.",0,4
474850,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
549881,Billing Issue,"Incorrect amount charged, need a refund!",0,0
382641,Late Refund,"Refund process is very slow, not happy!",0,3
813040,No Issue,"No issues, smooth transactions every time.",0,4
468357,No Issue,Customer support was helpful in resolving my concern.,0,4
409127,Service Quality,Service was excellent and very professional.,0,5
504050,Customer Support Issue,Support team was responsive and helpful.,0,1
455880,Customer Support Issue,Support team was responsive and helpful.,0,1
317200,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
360087,Service Quality,Service was excellent and very professional.,0,5
603503,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
511620,No Issue,"No issues, smooth transactions every time.",0,4
577177,Late Refund,Still waiting for my refund after 2 weeks!,0,3
343372,No Issue,"No issues, smooth transactions every time.",0,4
301507,Customer Support Issue,Customer service was rude and unhelpful!,0,1
405605,Service Quality,I'm disappointed with the overall experience!,0,5
386156,Late Refund,"Refund process is very slow, not happy!",0,3
301135,Late Refund,Finally got my refund after multiple calls.,0,3
672691,Late Refund,"Refund process is very slow, not happy!",0,3
449962,Service Quality,Service was excellent and very professional.,0,5
473529,Billing Issue,"Billing discrepancy, support is not helping!",0,0
914105,Billing Issue,"Billing discrepancy, support is not helping!",0,0
651599,Service Quality,"Very satisfied with the service, will recommend!",0,5
814280,Late Refund,"Refund process is very slow, not happy!",0,3
418719,Billing Issue,"Billing discrepancy, support is not helping!",0,0
598093,Late Refund,"Refund process is very slow, not happy!",0,3
564075,No Issue,"Great experience, very satisfied!",0,4
428021,Late Refund,Finally got my refund after multiple calls.,0,3
764461,No Issue,"Happy with the service, would recommend.",0,4
502642,Service Quality,Quality of service was not up to the mark!,0,5
349586,Billing Issue,"Incorrect amount charged, need a refund!",0,0
650318,Service Quality,"Very satisfied with the service, will recommend!",0,5
525031,No Issue,Customer support was helpful in resolving my concern.,0,4
427931,Service Quality,"Very satisfied with the service, will recommend!",0,5
378554,Late Refund,"Refund process is very slow, not happy!",0,3
577676,Service Quality,Quality of service was not up to the mark!,0,5
764269,No Issue,"No issues, smooth transactions every time.",0,4
395174,No Issue,"Everything went smoothly, highly recommended.",0,4
551666,No Issue,Customer support was helpful in resolving my concern.,0,4
676902,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
473698,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
449864,No Issue,"Great experience, very satisfied!",0,4
606947,No Issue,"Everything went smoothly, highly recommended.",0,4
655344,Late Refund,"Refund process is very slow, not happy!",0,3
536455,Late Refund,"Refund process is very slow, not happy!",0,3
522717,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
490892,Customer Support Issue,Customer service was rude and unhelpful!,0,1
770563,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
475854,Service Quality,Quality of service was not up to the mark!,0,5
341046,Customer Support Issue,Support team was responsive and helpful.,0,1
646730,Customer Support Issue,Customer service was rude and unhelpful!,0,1
429910,Late Refund,Finally got my refund after multiple calls.,0,3
441665,Billing Issue,"Billing discrepancy, support is not helping!",0,0
625166,Billing Issue,"Incorrect amount charged, need a refund!",0,0
670335,Service Quality,"Very satisfied with the service, will recommend!",0,5
449683,No Issue,"Happy with the service, would recommend.",0,4
641993,Late Refund,"Refund process is very slow, not happy!",0,3
477713,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
374932,Service Quality,Quality of service was not up to the mark!,0,5
680593,Customer Support Issue,Customer service was rude and unhelpful!,0,1
399208,No Issue,"Everything went smoothly, highly recommended.",0,4
397728,No Issue,Customer support was helpful in resolving my concern.,0,4
721277,Late Refund,Finally got my refund after multiple calls.,0,3
342609,Billing Issue,"Incorrect amount charged, need a refund!",0,0
451915,No Issue,"Happy with the service, would recommend.",0,4
543336,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
592007,Service Quality,I'm disappointed with the overall experience!,0,5
367045,Service Quality,I'm disappointed with the overall experience!,0,5
346551,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
453460,Late Refund,"Refund process is very slow, not happy!",0,3
813162,Service Quality,The service was too slow and unprofessional!,0,5
542584,Billing Issue,"Billing discrepancy, support is not helping!",0,0
657905,Late Refund,Finally got my refund after multiple calls.,0,3
452857,No Issue,"Everything went smoothly, highly recommended.",0,4
511229,Customer Support Issue,Customer service was rude and unhelpful!,0,1
551335,Late Refund,Still waiting for my refund after 2 weeks!,0,3
387025,Billing Issue,"Billing discrepancy, support is not helping!",0,0
601080,Late Refund,"Refund process is very slow, not happy!",0,3
589775,Service Quality,The service was too slow and unprofessional!,0,5
346912,No Issue,"Everything went smoothly, highly recommended.",0,4
396317,No Issue,"Great experience, very satisfied!",0,4
818704,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
481085,No Issue,"Happy with the service, would recommend.",0,4
388496,No Issue,Customer support was helpful in resolving my concern.,0,4
770249,Service Quality,I'm disappointed with the overall experience!,0,5
426906,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
592283,No Issue,"No issues, smooth transactions every time.",0,4
642186,No Issue,"Happy with the service, would recommend.",0,4
487709,Late Refund,Still waiting for my refund after 2 weeks!,0,3
405555,Service Quality,Service was excellent and very professional.,0,5
646029,No Issue,Customer support was helpful in resolving my concern.,0,4
416309,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
334803,No Issue,"Great experience, very satisfied!",0,4
460239,Service Quality,The service was too slow and unprofessional!,0,5
514079,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
433993,No Issue,Customer support was helpful in resolving my concern.,0,4
546153,Late Refund,Finally got my refund after multiple calls.,0,3
819868,Late Refund,"Refund process is very slow, not happy!",0,3
346838,Customer Support Issue,Customer service was rude and unhelpful!,0,1
302253,Billing Issue,"Billing discrepancy, support is not helping!",0,0
453033,Late Refund,Still waiting for my refund after 2 weeks!,0,3
813379,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
378217,Service Quality,The service was too slow and unprofessional!,0,5
571322,Customer Support Issue,Support team was responsive and helpful.,0,1
103013,No Issue,"No issues, smooth transactions every time.",0,4
367937,No Issue,"Happy with the service, would recommend.",0,4
480392,Service Quality,I'm disappointed with the overall experience!,0,5
301982,No Issue,"Great experience, very satisfied!",0,4
509532,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
446815,Billing Issue,"Billing discrepancy, support is not helping!",0,0
624856,Service Quality,Service was excellent and very professional.,0,5
368651,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
409939,Late Refund,"Refund process is very slow, not happy!",0,3
349781,No Issue,Customer support was helpful in resolving my concern.,0,4
477271,Late Refund,Finally got my refund after multiple calls.,0,3
422712,Service Quality,The service was too slow and unprofessional!,0,5
356885,Late Refund,Finally got my refund after multiple calls.,0,3
530855,Service Quality,"Very satisfied with the service, will recommend!",0,5
409570,Billing Issue,"Billing discrepancy, support is not helping!",0,0
371190,No Issue,"No issues, smooth transactions every time.",0,4
636497,Late Refund,Still waiting for my refund after 2 weeks!,0,3
395347,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
516109,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
365447,Billing Issue,"Incorrect amount charged, need a refund!",0,0
435146,No Issue,"Everything went smoothly, highly recommended.",0,4
888301,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
525475,Late Refund,Finally got my refund after multiple calls.,0,3
450917,Service Quality,Service was excellent and very professional.,0,5
498361,No Issue,"Happy with the service, would recommend.",0,4
452785,Service Quality,"Very satisfied with the service, will recommend!",0,5
529552,Billing Issue,"Incorrect amount charged, need a refund!",0,0
420271,Billing Issue,"Billing discrepancy, support is not helping!",0,0
385560,Late Refund,"Refund process is very slow, not happy!",0,3
372221,Billing Issue,"Incorrect amount charged, need a refund!",0,0
483726,Late Refund,Still waiting for my refund after 2 weeks!,0,3
366616,Service Quality,I'm disappointed with the overall experience!,0,5
311351,Service Quality,I'm disappointed with the overall experience!,0,5
505887,Late Refund,Still waiting for my refund after 2 weeks!,0,3
443650,Billing Issue,"Incorrect amount charged, need a refund!",0,0
311882,Service Quality,I'm disappointed with the overall experience!,0,5
374978,Late Refund,Still waiting for my refund after 2 weeks!,0,3
456011,Service Quality,Quality of service was not up to the mark!,0,5
517700,Service Quality,I'm disappointed with the overall experience!,0,5
409212,Late Refund,Still waiting for my refund after 2 weeks!,0,3
680256,Late Refund,"Refund process is very slow, not happy!",0,3
504641,Late Refund,Finally got my refund after multiple calls.,0,3
370376,Late Refund,Finally got my refund after multiple calls.,0,3
301523,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
500612,Late Refund,"Refund process is very slow, not happy!",0,3
513781,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
395421,Late Refund,Still waiting for my refund after 2 weeks!,0,3
529531,Customer Support Issue,Customer service was rude and unhelpful!,0,1
